discriminator,iteration-count,salt,vendor-id,product-id,serial-num,verifier,pincode,qrcode,manualcode
582,10000,9tOZhDGFp/xblkInPQ3Y3usxM5jIQ1xvSubwTfrL1NU=,65521,32769,b403fe85d86386e269ae6e35c558ea68,BxBWsYp+KbTRmo3YU3OTNWZhJJVoqtgC2K95mTxhswMEHD2Nbi4DWDPK/5W/Ys2iFwskjZgPxsQBJClbbP66MEBCz9cWShRZShCURhWULDRBGW9CJtIltJLlNRhovKfkvA==,8940518,MT:-24J0E.N1600ST66700,0440-060-5458
